index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
3029,European Championships 2018,02:07.3,8/8/2018,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,182,Glasgow,GBR,0:02:07:27
3030,Chinese Nationals,02:07.3,4/13/2018,Women 200 Backstroke LCM Female,CHN,People's Republic of China,"PENG, Xuwei",F,1/15/2003,183,Shanxi,CHN,0:02:07:27
3031,Chinese National Championships (50m),02:07.3,4/13/2018,Women 200 Backstroke LCM Female,CHN,People's Republic of China,"PENG, Xuwei",F,1/15/2003,184,Taiyuan,CHN,0:02:07:27
3032,Olympic Games Tokyo 2020,02:07.3,7/30/2021,Women 200 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,185,Tokyo,JPN,0:02:07:28
3033,Longhorn Aquatics Elite Invite & Time Trials,02:07.3,5/21/2021,Women 200 Backstroke LCM Female,USA,United States of America,"STADDEN, Isabelle",F,7/9/2002,186,Austin,USA,0:02:07:28
3034,US National Championships (50m),02:07.3,7/26/2018,Men 200 Breaststroke LCM Male,USA,United States of America,"PRENOT, Josh",M,7/28/1993,37,Irvine,USA,0:02:07:28
3035,Olympic Games London 2012,02:07.3,8/1/2012,Men 200 Breaststroke LCM Male,HUN,Hungary,"GYURTA, Daniel",M,5/4/1989,38,London,GBR,0:02:07:28
3036,Phillips 66 National Championships (50m) 2022,02:07.3,7/27/2022,Women 200 Backstroke LCM Female,USA,United States of America,"STADDEN, Isabelle",F,7/9/2002,187,Irvine,USA,0:02:07:29
3037,Canadian Swimming Trials 2017,02:07.3,4/8/2017,Women 200 Backstroke LCM Female,CAN,Canada,"CALDWELL, Hilary",F,3/13/1991,188,Victoria,CAN,0:02:07:29
3038,Russian National Championships (50m),02:07.3,4/20/2015,Women 200 Backstroke LCM Female,RUS,Russian Federation,"USTINOVA, Daria K",F,8/29/1998,189,Moscow,RUS,0:02:07:29
3039,Russian National Championships (50m),02:07.3,4/19/2015,Women 200 Backstroke LCM Female,RUS,Russian Federation,"USTINOVA, Daria K",F,8/29/1998,190,Moscow,RUS,0:02:07:29
3040,18th FINA World Championships 2019,02:07.3,7/25/2019,Men 200 Breaststroke LCM Male,AUS,Australia,"WILSON, Matthew",M,12/8/1998,39,Gwangju,KOR,0:02:07:29
3041,17th FINA World Championships 2017,02:07.3,7/28/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,40,Budapest,HUN,0:02:07:29
3042,17th FINA World Championships 2017,02:07.3,7/28/2017,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,191,Budapest,HUN,0:02:07:30
3043,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2017,02:07.3,6/14/2017,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,192,Barcelona,ESP,0:02:07:30
3044,20th Commonwealth Games 2014,02:07.3,7/24/2014,Men 200 Breaststroke LCM Male,GBR,Great Britain,"MURDOCH, Ross",M,1/14/1994,41,Glasgow,GBR,0:02:07:30
3045,European Championships 2016,02:07.3,5/19/2016,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,13,London,GBR,0:02:07:30
3046,16th FINA World Championships 2015,02:07.3,8/2/2015,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,14,Kazan,RUS,0:02:07:30
3047,TYR Pro Swim Series Westmont 2022,02:07.3,3/4/2022,Women 200 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,6/30/2004,193,Westmont,USA,0:02:07:31
3048,Austin Grand Prix 2013,02:07.3,1/18/2013,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,194,Austin,USA,0:02:07:31
3049,13th FINA World Championships 2009,02:07.3,7/30/2009,Men 200 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12/19/1985,42,Rome,ITA,0:02:07:31
3050,Russian National  Championships (50m),02:07.3,10/28/2020,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,43,Kazan,RUS,0:02:07:32
3051,Olympic Games Barcelona 1992,02:07.3,7/31/1992,Women 200 Backstroke LCM Female,HUN,Hungary,"EGERSZEGI, Krisztina",F,8/16/1974,195,Barcelona,ESP,0:02:07:34
3052,17th FINA World Championships 2017,02:07.4,7/29/2017,Women 200 Backstroke LCM Female,RUS,Russian Federation,"USTINOVA, Daria K",F,8/29/1998,196,Budapest,HUN,0:02:07:35
3053,Olympic Games Tokyo 2020,02:07.4,7/28/2021,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,44,Tokyo,JPN,0:02:07:35
3054,European Championships 2021,02:07.4,5/20/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,45,Budapest,HUN,0:02:07:35
3055,2017 National Games ,02:07.4,9/1/2017,Men 200 Breaststroke LCM Male,CHN,People's Republic of China,"QIN, Haiyang",M,5/17/1999,46,Tianjin,CHN,0:02:07:35
3056,Meeting Open de la Mediterranee Circuit FFN - Gold,02:07.4,3/5/2016,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,197,Marseille,FRA,0:02:07:36
3057,18th FINA World Championships 2019,02:07.4,7/26/2019,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,47,Gwangju,KOR,0:02:07:36
3058,Olympic Games Tokyo 2020,02:07.4,7/27/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,48,Tokyo,JPN,0:02:07:37
3059,Olympic Games Tokyo 2020,02:07.4,7/27/2021,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,49,Tokyo,JPN,0:02:07:37
3060,18th FINA World Championships 2019,02:07.4,7/26/2019,Women 200 Backstroke LCM Female,AUS,Australia,"ATHERTON, Minna",F,5/17/2000,198,Gwangju,KOR,0:02:07:38
3061,European Championships 2021,02:07.4,5/19/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,50,Budapest,HUN,0:02:07:39
3062,17th FINA World Championships 2017,02:07.4,7/28/2017,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,199,Budapest,HUN,0:02:07:40
3063,Olympic Games Rio 2016,02:07.4,8/11/2016,Women 200 Backstroke LCM Female,CAN,Canada,"CALDWELL, Hilary",F,3/13/1991,200,Rio de Janeiro,BRA,0:02:07:40
3064,US National Championships (50m),02:07.4,6/28/2017,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,51,Indianapolis,USA,0:02:07:41
3065,13th FINA World Championships 2009,02:07.4,7/30/2009,Men 200 Breaststroke LCM Male,USA,United States of America,"SHANTEAU, Eric",M,10/1/1983,52,Rome,ITA,0:02:07:42
3066,Olympic Games London 2012,02:07.4,8/1/2012,Men 200 Breaststroke LCM Male,GBR,Great Britain,"JAMIESON, Michael",M,8/5/1988,53,London,GBR,0:02:07:43
3067,17th FINA World Championships 2017,02:07.4,7/27/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,54,Budapest,HUN,0:02:07:44
3068,Olympic Games Rio 2016,02:07.5,8/8/2016,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,15,Rio de Janeiro,BRA,0:02:07:45
3069,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2017,02:07.5,6/18/2017,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,55,Canet-en-Roussillon,FRA,0:02:07:46
3070,Olympic Games Rio 2016,02:07.5,8/10/2016,Men 200 Breaststroke LCM Male,KAZ,Kazakhstan,"BALANDIN, Dmitriy",M,4/4/1995,56,Rio de Janeiro,BRA,0:02:07:46
3071,13th FINA World Championships 2009,02:07.5,7/27/2009,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,16,Rome,ITA,0:02:07:46
3072,17th FINA World Championships 2017,02:07.5,7/28/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,57,Budapest,HUN,0:02:07:47
3073,European Championships 2014,02:07.5,8/21/2014,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,58,Berlin,GER,0:02:07:47
3074,Swimmeet Amsterdam,02:07.5,7/2/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,59,Amsterdam,NED,0:02:07:48
3075,FINA Champions Swim Series 2019,02:07.5,4/28/2019,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,60,Guangzhou,CHN,0:02:07:48
3076,British Swimming Championships (50m),02:07.5,4/19/2019,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,61,Glasgow,GBR,0:02:07:49
3077,17th FINA World Championships 2017,02:07.5,7/23/2017,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,17,Budapest,HUN,0:02:07:49
3078,-,02:07.5,6/8/2008,Men 200 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,9/22/1982,62,Tokyo,JPN,0:02:07:51
3079,Olympic Games Rio 2016,02:07.5,8/10/2016,Men 200 Breaststroke LCM Male,USA,United States of America,"PRENOT, Josh",M,7/28/1993,63,Rio de Janeiro,BRA,0:02:07:53
3080,18th FINA World Championships 2019,02:07.5,7/22/2019,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,18,Gwangju,KOR,0:02:07:53
3081,Japan National Championships 2020 (50m),02:07.5,2/7/2021,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,64,Tokyo,JPN,0:02:07:54
3082,Antwerp Diamond Speedo Race,02:07.5,3/8/2020,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,65,Antwerp,BEL,0:02:07:54
3083,US Olympic Team Trials - Wave II,02:07.6,6/17/2021,Men 200 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,66,Omaha,USA,0:02:07:55
3084,Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,02:07.6,6/16/2018,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,67,Monaco,MON,0:02:07:56
3085,Olympic Games Rio 2016,02:07.6,8/8/2016,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11/29/1995,19,Rio de Janeiro,BRA,0:02:07:57
3086,Olympic Games London 2012,02:07.6,7/31/2012,Women 200 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,20,London,GBR,0:02:07:57
3087,Japan National Championships (50m),02:07.6,4/7/2021,Men 200 Breaststroke LCM Male,JPN,Japan,"MURA, Ryuya",M,7/3/1996,68,Tokyo,JPN,0:02:07:58
3088,Kosuke Kitajima Cup 2020,02:07.6,1/26/2020,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,2/8/2001,69,Tokyo,JPN,0:02:07:58
3089,FINA Swimming World Cup 2018,02:07.6,9/9/2018,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,70,Kazan,RUS,0:02:07:59
3090,18th FINA World Championships 2019,02:07.6,7/26/2019,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,71,Gwangju,KOR,0:02:07:60
3091,Japan Swim 2017,02:07.6,4/16/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,72,Aichi,JPN,0:02:07:60
3092,18th Pan American Games 2019,02:07.6,8/8/2019,Men 200 Breaststroke LCM Male,USA,United States of America,"LICON, Will",M,8/25/1994,73,Lima,PER,0:02:07:62
3093,58th International Trophy “Settecolli”,02:07.6,6/27/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,74,Rome,ITA,0:02:07:63
3094,13th FINA World Championships 2009,02:07.6,7/31/2009,Men 200 Breaststroke LCM Male,HUN,Hungary,"GYURTA, Daniel",M,5/4/1989,75,Rome,ITA,0:02:07:64
3095,Olympic Games Beijing 2008,02:07.6,8/14/2008,Men 200 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,9/22/1982,76,Beijing,CHN,0:02:07:64
3096,13th FINA World Championships 2009,02:07.7,7/31/2009,Men 200 Breaststroke LCM Male,USA,United States of America,"SHANTEAU, Eric",M,10/1/1983,77,Rome,ITA,0:02:07:65
3097,European Championships 2021,02:07.7,5/20/2021,Men 200 Breaststroke LCM Male,SWE,Sweden,"PERSSON, Erik",M,1/12/1994,78,Budapest,HUN,0:02:07:66
3098,17th Asian Games 2014,02:07.7,9/23/2014,Men 200 Breaststroke LCM Male,KAZ,Kazakhstan,"BALANDIN, Dmitriy",M,4/4/1995,79,Incheon,KOR,0:02:07:67
3099,Japan National Championships (50m),02:07.7,12/6/2020,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,2/8/2001,80,Tokoy,JPN,0:02:07:69
3100,US National Championships (50m),02:07.7,7/26/2018,Men 200 Breaststroke LCM Male,USA,United States of America,"PRENOT, Josh",M,7/28/1993,81,Irvine,USA,0:02:07:69
3101,18th Luxembourg Euro Meet 2016,02:07.7,1/30/2016,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,82,Luxembourg,LUX,0:02:07:69
3102,Meeting Open de la Mediterranee Circuit FFN - Gold,02:07.7,3/5/2016,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,21,Marseille,FRA,0:02:07:69
3103,European Championships 2018,02:07.7,8/5/2018,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,83,Glasgow,GBR,0:02:07:70
3104,Olympic Games Rio 2016,02:07.7,8/10/2016,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,84,Rio de Janeiro,BRA,0:02:07:70
3105,FINA Swimming World Cup 2019,02:07.7,11/3/2019,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,85,Kazan,RUS,0:02:07:71
3106,17th FINA World Championships 2017,02:07.7,7/27/2017,Men 200 Breaststroke LCM Male,GBR,Great Britain,"MURDOCH, Ross",M,1/14/1994,86,Budapest,HUN,0:02:07:72
3107,Olympic Games Rio 2016,02:07.7,8/9/2016,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILLIS, Andrew",M,12/3/1990,87,Rio de Janeiro,BRA,0:02:07:73
3108,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2018,02:07.7,6/14/2018,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,88,Barcelona,ESP,0:02:07:74
3109,Meeting International circuit FFN - Golden tour,02:07.7,2/6/2016,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,89,Amiens,FRA,0:02:07:74
3110,13th Pan Pacific Championships 2018,02:07.8,8/12/2018,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,90,Tokyo,JPN,0:02:07:75
3111,16th FINA World Championships 2015,02:07.8,8/7/2015,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,91,Kazan,RUS,0:02:07:76
3112,FINA Swimming World Cup 2019,02:07.8,8/4/2019,Men 200 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,92,Tokyo,JPN,0:02:07:77
3113,Japan Open 2017 (50m),02:07.8,5/21/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,93,Tokyo,JPN,0:02:07:77
3114,Japan Swim 2015,02:07.8,4/11/2015,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,94,Tokyo,JPN,0:02:07:77
3115,European Championships 2014,02:07.8,8/21/2014,Men 200 Breaststroke LCM Male,GBR,Great Britain,"MURDOCH, Ross",M,1/14/1994,95,Berlin,GER,0:02:07:77
3116,Olympic Games Rio 2016,02:07.8,8/10/2016,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILLIS, Andrew",M,12/3/1990,96,Rio de Janeiro,BRA,0:02:07:78
3117,Olympic Games Rio 2016,02:07.8,8/9/2016,Men 200 Breaststroke LCM Male,USA,United States of America,"PRENOT, Josh",M,7/28/1993,97,Rio de Janeiro,BRA,0:02:07:78
3118,British Gas National Championships (50m),02:07.8,6/26/2013,Men 200 Breaststroke LCM Male,GBR,Great Britain,"JAMIESON, Michael",M,8/5/1988,98,Sheffield,GBR,0:02:07:78
3119,Russian National Championships (50m),02:07.8,4/27/2022,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,99,Kazan,RUS,0:02:07:79
3120,Hancock Prospecting Australian Swimming Trials 2019,02:07.8,6/13/2019,Men 200 Breaststroke LCM Male,AUS,Australia,"WILSON, Matthew",M,12/8/1998,100,Brisbane,AUS,0:02:07:79
3121,British Gas National Championships (50m),02:07.8,4/10/2014,Men 200 Breaststroke LCM Male,GBR,Great Britain,"JAMIESON, Michael",M,8/5/1988,101,Glasgow,GBR,0:02:07:79
3122,17th FINA World Championships 2017,02:07.8,7/27/2017,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,102,Budapest,HUN,0:02:07:80
3123,Olympic Games Rio 2016,02:07.8,8/10/2016,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,103,Rio de Janeiro,BRA,0:02:07:80
3124,13th FINA World Championships 2009,02:07.8,7/31/2009,Men 200 Breaststroke LCM Male,LTU,Lithuania,"TITENIS, Giedrius",M,7/21/1989,104,Rome,ITA,0:02:07:80
3125,13th FINA World Championships 2009,02:07.8,7/31/2009,Men 200 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12/19/1985,105,Rome,ITA,0:02:07:80
3126,18th Asian Games 2018,02:07.8,8/21/2018,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,106,Jakarta,INA,0:02:07:81
3127,Russian National Championships 2018,02:07.8,4/23/2018,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,107,Moscow,RUS,0:02:07:81
3128,US Olympic Team Trials - Swimming,02:07.8,6/29/2016,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,108,Omaha,USA,0:02:07:81
3129,18th Asian Games 2018,02:07.8,8/21/2018,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,109,Jakarta,INA,0:02:07:82
3130,JPN High-School Swimming Competition,02:07.8,8/17/2012,Men 200 Breaststroke LCM Male,JPN,Japan,"YAMAGUCHI, Akihiro",M,9/11/1994,110,Nagaoka,JPN,0:02:07:84
3131,Phillips 66 International Team Trials 2022,02:07.8,4/30/2022,Women 200 Medley LCM Female,USA,United States of America,"WALSH, Alex",F,7/31/2001,22,Greensboro,USA,0:02:07:84
3132,European Championships 2021,02:07.8,5/19/2021,Men 200 Breaststroke LCM Male,SWE,Sweden,"PERSSON, Erik",M,1/12/1994,111,Budapest,HUN,0:02:07:85
3133,Swim Open Stockholm 2017,02:07.8,4/8/2017,Men 200 Breaststroke LCM Male,SWE,Sweden,"PERSSON, Erik",M,1/12/1994,112,Stockholm,SWE,0:02:07:85
3134,Kosuke Kitajima Cup 2020,02:07.9,1/26/2020,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,113,Tokyo,JPN,0:02:07:86
3135,18th FINA World Championships 2019,02:07.9,7/25/2019,Men 200 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,114,Gwangju,KOR,0:02:07:86
3136,US National Championships (50m),02:07.9,8/6/2014,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,115,Irvine,USA,0:02:07:86
3137,Japan Open 2019,02:07.9,6/2/2019,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,116,Tokyo,JPN,0:02:07:87
3138,Olympic Games Rio 2016,02:07.9,8/10/2016,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,3/18/1997,117,Rio de Janeiro,BRA,0:02:07:87
3139,German National Championships (50m),02:07.9,5/8/2016,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,118,Berlin,GER,0:02:07:88
3140,German National Championships (50m),02:07.9,5/5/2016,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,119,Berlin,GER,0:02:07:88
3141,13th Pan Pacific Championships 2018,02:07.9,8/12/2018,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,120,Tokyo,JPN,0:02:07:89
3142,13th FINA World Championships 2009,02:07.9,7/30/2009,Men 200 Breaststroke LCM Male,AUS,Australia,"RICKARD, Brenton",M,10/19/1983,121,Rome,ITA,0:02:07:89
3143,Phillips 66 National Championships (50m) 2022,02:07.9,7/27/2022,Men 200 Breaststroke LCM Male,USA,United States of America,"FALLON, Matt",M,10/3/2002,122,Irvine,USA,0:02:07:91
3144,Olympic Games Tokyo 2020,02:07.9,7/28/2021,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,123,Tokyo,JPN,0:02:07:91
3145,Olympic Games Rio 2016,02:07.9,8/9/2016,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,124,Rio de Janeiro,BRA,0:02:07:91
3146,17th FINA World Championships 2017,02:07.9,7/24/2017,Women 200 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,23,Budapest,HUN,0:02:07:91
3147,Meeting Open de la Mediterranee Circuit FFN - Gold,02:07.9,3/5/2016,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,24,Marseille,FRA,0:02:07:92
3148,15th FINA World Championships 2013,02:07.9,7/29/2013,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,25,Barcelona,ESP,0:02:07:92
3149,Olympic Games Tokyo 2020,02:07.9,7/29/2021,Men 200 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,125,Tokyo,JPN,0:02:07:93
3150,Olympic Games Rio 2016,02:07.9,8/9/2016,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,126,Rio de Janeiro,BRA,0:02:07:93
3151,European Championships 2021,02:07.9,5/19/2021,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,127,Budapest,HUN,0:02:07:94
3152,18th FINA World Championships 2019,02:08.0,7/25/2019,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,128,Gwangju,KOR,0:02:07:95
3153,European Championships 2018,02:08.0,8/5/2018,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,129,Glasgow,GBR,0:02:07:95
3154,McDonald’s Queensland Championships 2020,02:08.0,12/13/2020,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,130,Brisbane,AUS,0:02:07:96
3155,FINA Swimming World Cup 2019,02:08.0,10/6/2019,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,131,Budapest,HUN,0:02:07:96
3156,56th International Trophy “Settecolli”,02:08.0,6/23/2019,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,132,Rome,ITA,0:02:07:96
3157,British Swimming Championships (50m),02:08.0,4/19/2019,Men 200 Breaststroke LCM Male,GBR,Great Britain,"MURDOCH, Ross",M,1/14/1994,133,Glasgow,GBR,0:02:07:96
3158,Japan Selection Trial for 19th FINA World Championships 2022,02:08.0,3/5/2022,Men 200 Breaststroke LCM Male,JPN,Japan,"HANAGURUMA, Yu",M,1/28/2000,134,Tokyo,JPN,0:02:07:99
3159,Olympic Games Tokyo 2020,02:08.0,7/28/2021,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,135,Tokyo,JPN,0:02:07:99
3160,Olympic Games Rio 2016,02:08.0,8/9/2016,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,136,Rio de Janeiro,BRA,0:02:07:99
3161,Olympic Games Tokyo 2020,02:08.0,7/28/2021,Men 200 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,137,Tokyo,JPN,0:02:08:00
3162,18th FINA World Championships 2019,02:08.0,7/25/2019,Men 200 Breaststroke LCM Male,SWE,Sweden,"PERSSON, Erik",M,1/12/1994,138,Gwangju,KOR,0:02:08:00
3163,Olympic Games Rio 2016,02:08.0,8/10/2016,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,1/25/1990,139,Rio de Janeiro,BRA,0:02:08:00
3164,US Olympic Team Trials - Swimming,02:08.0,6/30/2016,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,140,Omaha,USA,0:02:08:00
